airline_iata,airline_id,departure_airport_iata,departure_airport_id,arrival_airport_iata,arrival_airport_id,codeshare,number_stops,plane_types
LO,3210,LWO,2945,WAW,679,,0,E95 E70
LO,3210,MAD,1229,WAW,679,,0,734 E95
LO,3210,MSQ,2954,WAW,679,,0,E75 E95 734
LO,3210,MUC,346,GDN,668,Y,0,E95
LO,3210,MUC,346,KRK,669,Y,0,319 320 E95
LO,3210,MUC,346,POZ,674,Y,0,CR9 CR7
LO,3210,MUC,346,WAW,679,,0,E75
LO,3210,MUC,346,WRO,680,Y,0,CR9 E95 CR7
LO,3210,MXP,1524,WAW,679,,0,E75 E70
LO,3210,NCE,1354,WAW,679,,0,E75
LO,3210,ODS,2947,WAW,679,,0,E75 E70
LO,3210,OTP,1657,WAW,679,,0,E75 E95 E70
LO,3210,POZ,674,FRA,340,Y,0,CR7
LO,3210,POZ,674,MUC,346,Y,0,CR9 CR7
LO,3210,POZ,674,WAW,679,,0,DH4
LO,3210,PRG,1587,WAW,679,,0,E75 E70
LO,3210,RIX,3953,WAW,679,,0,E70 DH4 E75
LO,3210,RZE,675,WAW,679,Y,0,DH4 E95 E75
LO,3210,SOF,1194,WAW,679,,0,E75 E70
LO,3210,SVO,2985,WAW,679,,0,E95 E75
LO,3210,SZZ,676,WAW,679,,0,E70
LO,3210,TLL,415,WAW,679,,0,E70 E75
LO,3210,VIE,1613,KRK,669,Y,0,DH4 F70 100
LO,3210,VIE,1613,WAW,679,,0,E95 E75
LO,3210,VNO,3959,WAW,679,,0,E70 E75 DH4
LO,3210,WAW,679,AMS,580,,0,E95 E75 E70
LO,3210,WAW,679,ARN,737,,0,E70 E75
LO,3210,WAW,679,ATH,3941,,0,E95 E75 734
LO,3210,WAW,679,BCN,1218,,0,E95 734
LO,3210,WAW,679,BEG,1739,,0,E75 E70
LO,3210,WAW,679,BRU,302,,0,E95 734 E75
LO,3210,WAW,679,BUD,1489,,0,E70 E75
LO,3210,WAW,679,CDG,1382,,0,E95 E75
LO,3210,WAW,679,CPH,609,,0,E75 E70
LO,3210,WAW,679,DUS,345,,0,E75
LO,3210,WAW,679,FRA,340,,0,E75 E95 E70
LO,3210,WAW,679,GDN,668,,0,E75 DH4 E95
LO,3210,WAW,679,GVA,1665,,0,E75
LO,3210,WAW,679,HAM,342,,0,E75 E70
LO,3210,WAW,679,IST,1701,,0,734 E95
LO,3210,WAW,679,KBP,2939,,0,734 E75 E95
LO,3210,WAW,679,KRK,669,,0,DH4 E70
LO,3210,WAW,679,KTW,671,,0,E70 DH4
LO,3210,WAW,679,LED,2948,,0,E75
LO,3210,WAW,679,LHR,507,,0,734 E95
LO,3210,WAW,679,LIS,1638,Y,0,320 319
LO,3210,WAW,679,LJU,1569,,0,CR2
LO,3210,WAW,679,LWO,2945,,0,E95 E70
LO,3210,WAW,679,MAD,1229,,0,734 E95
LO,3210,WAW,679,MSQ,2954,,0,E75 E95 734
LO,3210,WAW,679,MUC,346,,0,E75
LO,3210,WAW,679,MXP,1524,,0,E75 E70
LO,3210,WAW,679,NCE,1354,,0,E75
LO,3210,WAW,679,ODS,2947,,0,E75 E70
LO,3210,WAW,679,OTP,1657,,0,E75 E95 E70
LO,3210,WAW,679,POZ,674,,0,DH4
LO,3210,WAW,679,PRG,1587,,0,E75 E70
LO,3210,WAW,679,RIX,3953,,0,E70 DH4 E75
LO,3210,WAW,679,RZE,675,Y,0,DH4 E95 E75
LO,3210,WAW,679,SOF,1194,,0,E75 E70
LO,3210,WAW,679,SVO,2985,,0,E95 E75
LO,3210,WAW,679,SZZ,676,,0,E70
LO,3210,WAW,679,TLL,415,,0,E70 E75
LO,3210,WAW,679,VIE,1613,,0,E95 E75
LO,3210,WAW,679,VNO,3959,,0,E70 E75 DH4
LO,3210,WAW,679,WRO,680,,0,E95 E75 E70
LO,3210,WAW,679,ZRH,1678,,0,E70 E75
LO,3210,WRO,680,FRA,340,Y,0,CR7 32A 321
LO,3210,WRO,680,MUC,346,Y,0,CR7 CR9 E95
LO,3210,WRO,680,WAW,679,,0,E95 E75 E70
LO,3210,ZRH,1678,WAW,679,,0,E70 E75
LS,3026,AGP,1230,BFS,465,,0,733
LS,3026,AGP,1230,BLK,514,,0,733
LS,3026,AGP,1230,EDI,535,,0,733
LS,3026,AGP,1230,EMA,523,,0,733 73H
LS,3026,AGP,1230,GLA,534,,0,73H 738
LS,3026,AGP,1230,LBA,517,,0,73H 733 752 75W
LS,3026,AGP,1230,MAN,478,,0,752 75W 733
LS,3026,AGP,1230,NCL,521,,0,733 73C
LS,3026,ALC,1212,BFS,465,,0,733
LS,3026,ALC,1212,BLK,514,,0,733 73C
LS,3026,ALC,1212,EDI,535,,0,733
LS,3026,ALC,1212,EMA,523,,0,733 73H
LS,3026,ALC,1212,GLA,534,,0,738 733 73H
LS,3026,ALC,1212,LBA,517,,0,75W 733 752 73H
LS,3026,ALC,1212,MAN,478,,0,75W 733 73H
LS,3026,ALC,1212,NCL,521,,0,73C 733 752 75W
LS,3026,AMS,580,LBA,517,,0,733
LS,3026,BCN,1218,GLA,534,,0,73H
LS,3026,BCN,1218,LBA,517,,0,733
LS,3026,BCN,1218,MAN,478,,0,738 733 73H
LS,3026,BFS,465,AGP,1230,,0,733
LS,3026,BFS,465,ALC,1212,,0,733
LS,3026,BFS,465,DBV,1200,,0,733
LS,3026,BFS,465,FAO,1626,,0,733
LS,3026,BFS,465,MJV,1227,,0,733
LS,3026,BFS,465,PMI,3998,,0,733
LS,3026,BFS,465,REU,1236,,0,733
LS,3026,BLK,514,AGP,1230,,0,733
LS,3026,BLK,514,ALC,1212,,0,733 73C
LS,3026,BLK,514,FAO,1626,,0,733
LS,3026,BLK,514,PMI,3998,,0,73C
LS,3026,BUD,1489,EDI,535,,0,733
LS,3026,BUD,1489,EMA,523,,0,733
LS,3026,BUD,1489,LBA,517,,0,733
LS,3026,BUD,1489,MAN,478,,0,733
LS,3026,CDG,1382,EMA,523,,0,733
LS,3026,CDG,1382,LBA,517,,0,733
LS,3026,CDG,1382,MAN,478,,0,733
LS,3026,DBV,1200,BFS,465,,0,733
LS,3026,DBV,1200,EDI,535,,0,733
LS,3026,DBV,1200,EMA,523,,0,733
LS,3026,DBV,1200,LBA,517,,0,733
LS,3026,DBV,1200,MAN,478,,0,733
LS,3026,DBV,1200,NCL,521,,0,733
LS,3026,DUS,345,LBA,517,,0,733
LS,3026,EDI,535,AGP,1230,,0,733
LS,3026,EDI,535,ALC,1212,,0,733
LS,3026,EDI,535,BUD,1489,,0,733
LS,3026,EDI,535,DBV,1200,,0,733
LS,3026,EDI,535,FAO,1626,,0,733
LS,3026,EDI,535,MAH,1231,,0,733
LS,3026,EDI,535,MJV,1227,,0,733
LS,3026,EDI,535,PMI,3998,,0,733
LS,3026,EDI,535,PRG,1587,,0,733
LS,3026,EDI,535,VCE,1551,,0,733
LS,3026,EMA,523,AGP,1230,,0,733 73H
LS,3026,EMA,523,ALC,1212,,0,733 73H
LS,3026,EMA,523,BUD,1489,,0,733
LS,3026,EMA,523,CDG,1382,,0,733
LS,3026,EMA,523,DBV,1200,,0,733
LS,3026,EMA,523,FAO,1626,,0,733
LS,3026,EMA,523,FNC,4091,,0,733
LS,3026,EMA,523,HER,1452,,0,73H
LS,3026,EMA,523,IBZ,1225,,0,733
LS,3026,EMA,523,MAH,1231,,0,733
LS,3026,EMA,523,MJV,1227,,0,733
LS,3026,EMA,523,PMI,3998,,0,733 73H
LS,3026,EMA,523,PRG,1587,,0,733
LS,3026,EMA,523,RHO,1472,,0,73H
LS,3026,FAO,1626,BFS,465,,0,733
LS,3026,FAO,1626,BLK,514,,0,733
LS,3026,FAO,1626,EDI,535,,0,733
LS,3026,FAO,1626,EMA,523,,0,733
LS,3026,FAO,1626,GLA,534,,0,738 73H
LS,3026,FAO,1626,LBA,517,,0,733 73H 752
LS,3026,FAO,1626,MAN,478,,0,738 752 75W
LS,3026,FAO,1626,NCL,521,,0,733 73C
LS,3026,FCO,1555,GLA,534,,0,738
LS,3026,FCO,1555,LBA,517,,0,733
LS,3026,FCO,1555,MAN,478,,0,73H 733
LS,3026,FCO,1555,NCL,521,,0,73C
LS,3026,FNC,4091,EMA,523,,0,733
LS,3026,FNC,4091,LBA,517,,0,73H
LS,3026,FNC,4091,MAN,478,,0,75W 733
LS,3026,GLA,534,AGP,1230,,0,73H 738
LS,3026,GLA,534,ALC,1212,,0,738 733 73H
LS,3026,GLA,534,BCN,1218,,0,73H
LS,3026,GLA,534,FAO,1626,,0,738 73H
LS,3026,GLA,534,FCO,1555,,0,738
LS,3026,GLA,534,HER,1452,,0,73H
LS,3026,GLA,534,IBZ,1225,,0,738 73H
LS,3026,GLA,534,PMI,3998,,0,73H 738
LS,3026,GLA,534,RHO,1472,,0,73H
LS,3026,HER,1452,EMA,523,,0,73H
LS,3026,HER,1452,GLA,534,,0,73H
LS,3026,HER,1452,LBA,517,,0,75W 73H
LS,3026,HER,1452,MAN,478,,0,75W 738
LS,3026,HER,1452,NCL,521,,0,752
LS,3026,IBZ,1225,EMA,523,,0,733
LS,3026,IBZ,1225,GLA,534,,0,738 73H
LS,3026,IBZ,1225,LBA,517,,0,733 73H
LS,3026,IBZ,1225,MAN,478,,0,733 73H 738 75W
LS,3026,IBZ,1225,NCL,521,,0,733
LS,3026,JER,499,LBA,517,,0,733
LS,3026,JER,499,MAN,478,,0,733
LS,3026,KGS,1458,LBA,517,,0,73H
LS,3026,KGS,1458,MAN,478,,0,75W
LS,3026,KRK,669,NCL,521,,0,733
LS,3026,LBA,517,AGP,1230,,0,73H 733 752 75W
LS,3026,LBA,517,ALC,1212,,0,75W 733 752 73H
LS,3026,LBA,517,AMS,580,,0,733
LS,3026,LBA,517,BCN,1218,,0,733
LS,3026,LBA,517,BUD,1489,,0,733
LS,3026,LBA,517,CDG,1382,,0,733
LS,3026,LBA,517,DBV,1200,,0,733
LS,3026,LBA,517,DUS,345,,0,733
LS,3026,LBA,517,FAO,1626,,0,733 73H 752
LS,3026,LBA,517,FCO,1555,,0,733
LS,3026,LBA,517,FNC,4091,,0,73H
LS,3026,LBA,517,HER,1452,,0,75W 73H
LS,3026,LBA,517,IBZ,1225,,0,733 73H
LS,3026,LBA,517,JER,499,,0,733
LS,3026,LBA,517,KGS,1458,,0,73H
LS,3026,LBA,517,MAH,1231,,0,733
LS,3026,LBA,517,MJV,1227,,0,733
LS,3026,LBA,517,NCE,1354,,0,733
LS,3026,LBA,517,PMI,3998,,0,752 733 73H 75W
LS,3026,LBA,517,PRG,1587,,0,733
LS,3026,LBA,517,PSA,1562,,0,733
LS,3026,LBA,517,RHO,1472,,0,752
LS,3026,LBA,517,VCE,1551,,0,733
LS,3026,LBA,517,ZTH,1488,,0,73H
LS,3026,MAH,1231,EDI,535,,0,733
LS,3026,MAH,1231,EMA,523,,0,733
LS,3026,MAH,1231,LBA,517,,0,733
LS,3026,MAH,1231,MAN,478,,0,733
LS,3026,MAH,1231,NCL,521,,0,733
LS,3026,MAN,478,AGP,1230,,0,752 75W 733
LS,3026,MAN,478,ALC,1212,,0,75W 733 73H
LS,3026,MAN,478,BCN,1218,,0,738 733 73H
LS,3026,MAN,478,BUD,1489,,0,733
LS,3026,MAN,478,CDG,1382,,0,733
LS,3026,MAN,478,DBV,1200,,0,733
LS,3026,MAN,478,FAO,1626,,0,738 752 75W
LS,3026,MAN,478,FCO,1555,,0,73H 733
LS,3026,MAN,478,FNC,4091,,0,75W 733
LS,3026,MAN,478,HER,1452,,0,75W 738
LS,3026,MAN,478,IBZ,1225,,0,733 73H 738 75W
LS,3026,MAN,478,JER,499,,0,733
LS,3026,MAN,478,KGS,1458,,0,75W
LS,3026,MAN,478,MAH,1231,,0,733
LS,3026,MAN,478,MJV,1227,,0,733 738 73H
LS,3026,MAN,478,NCE,1354,,0,733
LS,3026,MAN,478,PMI,3998,,0,75W 73H 752
LS,3026,MAN,478,PRG,1587,,0,733
LS,3026,MAN,478,PSA,1562,,0,733
LS,3026,MAN,478,PUY,1203,,0,733
LS,3026,MAN,478,REU,1236,,0,733
LS,3026,MAN,478,RHO,1472,,0,752
LS,3026,MAN,478,SPU,1206,,0,733
LS,3026,MAN,478,TLS,1273,,0,733
LS,3026,MAN,478,VCE,1551,,0,733 738
LS,3026,MAN,478,VIE,1613,,0,733
LS,3026,MAN,478,ZTH,1488,,0,738
LS,3026,MJV,1227,BFS,465,,0,733
LS,3026,MJV,1227,EDI,535,,0,733
LS,3026,MJV,1227,EMA,523,,0,733
LS,3026,MJV,1227,LBA,517,,0,733
LS,3026,MJV,1227,MAN,478,,0,733 738 73H
LS,3026,MJV,1227,NCL,521,,0,733 73C
LS,3026,NCE,1354,LBA,517,,0,733
LS,3026,NCE,1354,MAN,478,,0,733
LS,3026,NCL,521,AGP,1230,,0,733 73C
LS,3026,NCL,521,ALC,1212,,0,73C 733 752 75W
LS,3026,NCL,521,DBV,1200,,0,733
LS,3026,NCL,521,FAO,1626,,0,733 73C
LS,3026,NCL,521,FCO,1555,,0,73C
LS,3026,NCL,521,HER,1452,,0,752
LS,3026,NCL,521,IBZ,1225,,0,733
LS,3026,NCL,521,KRK,669,,0,733
LS,3026,NCL,521,MAH,1231,,0,733
LS,3026,NCL,521,MJV,1227,,0,733 73C
LS,3026,NCL,521,PMI,3998,,0,752 733
LS,3026,NCL,521,PRG,1587,,0,73C 733
LS,3026,NCL,521,PSA,1562,,0,733
LS,3026,NCL,521,REU,1236,,0,733
LS,3026,NCL,521,RHO,1472,,0,752
LS,3026,NCL,521,VCE,1551,,0,733 73C
LS,3026,PMI,3998,BFS,465,,0,733
LS,3026,PMI,3998,BLK,514,,0,73C
LS,3026,PMI,3998,EDI,535,,0,733
LS,3026,PMI,3998,EMA,523,,0,733 73H
LS,3026,PMI,3998,GLA,534,,0,73H 738
LS,3026,PMI,3998,LBA,517,,0,752 733 73H 75W
LS,3026,PMI,3998,MAN,478,,0,75W 73H 752
LS,3026,PMI,3998,NCL,521,,0,752 733
LS,3026,PRG,1587,EDI,535,,0,733
LS,3026,PRG,1587,EMA,523,,0,733
LS,3026,PRG,1587,LBA,517,,0,733
LS,3026,PRG,1587,MAN,478,,0,733
LS,3026,PRG,1587,NCL,521,,0,73C 733
LS,3026,PSA,1562,LBA,517,,0,733
LS,3026,PSA,1562,MAN,478,,0,733
LS,3026,PSA,1562,NCL,521,,0,733
LS,3026,PUY,1203,MAN,478,,0,733
LS,3026,REU,1236,BFS,465,,0,733
LS,3026,REU,1236,MAN,478,,0,733
LS,3026,REU,1236,NCL,521,,0,733
LS,3026,RHO,1472,EMA,523,,0,73H
LS,3026,RHO,1472,GLA,534,,0,73H
LS,3026,RHO,1472,LBA,517,,0,752
LS,3026,RHO,1472,MAN,478,,0,752
LS,3026,RHO,1472,NCL,521,,0,752
LS,3026,SPU,1206,MAN,478,,0,733
LS,3026,TLS,1273,MAN,478,,0,733
LS,3026,VCE,1551,EDI,535,,0,733
LS,3026,VCE,1551,LBA,517,,0,733
LS,3026,VCE,1551,MAN,478,,0,733 738
LS,3026,VCE,1551,NCL,521,,0,733 73C
LS,3026,VIE,1613,MAN,478,,0,733
LS,3026,ZTH,1488,LBA,517,,0,73H
LS,3026,ZTH,1488,MAN,478,,0,738
LT,19610,BRU,302,VNO,3959,,0,CR2 E75
LT,19610,CDG,1382,VNO,3959,,0,E75
LT,19610,MUC,346,VNO,3959,,0,E75 CR2
LT,19610,PRG,1587,VNO,3959,,0,CR2
LT,19610,TLL,415,VNO,3959,,0,E75 CR2
LT,19610,VNO,3959,BRU,302,,0,CR2 E75
LT,19610,VNO,3959,CDG,1382,,0,E75
LT,19610,VNO,3959,MUC,346,,0,E75 CR2
LT,19610,VNO,3959,PRG,1587,,0,CR2
LT,19610,VNO,3959,TLL,415,,0,E75 CR2
LX,4559,AGP,1230,GVA,1665,,0,320 AR1
LX,4559,AGP,1230,ZRH,1678,,0,321 320
LX,4559,AMS,580,ZRH,1678,,0,320 AR1
LX,4559,ARN,737,GVA,1665,,0,320 319
LX,4559,ARN,737,ZRH,1678,,0,320 321
LX,4559,ATH,3941,GVA,1665,,0,320 319
LX,4559,ATH,3941,ZRH,1678,,0,321
LX,4559,BCN,1218,BSL,1423,Y,0,AR1
LX,4559,BCN,1218,GVA,1665,,0,320 319 AR1
LX,4559,BCN,1218,ZRH,1678,,0,321 320
LX,4559,BEG,1739,GVA,1665,,0,320
LX,4559,BEG,1739,ZRH,1678,,0,320 100
LX,4559,BHX,469,ZRH,1678,,0,100 AR1
LX,4559,BRU,302,BSL,1423,Y,0,319 AR1
LX,4559,BRU,302,GVA,1665,Y,0,320 319 AR1
LX,4559,BRU,302,LIN,1529,,0,AR1 319
LX,4559,BRU,302,ZRH,1678,,0,AR1 320
LX,4559,BSL,1423,BCN,1218,Y,0,AR1
LX,4559,BSL,1423,BRU,302,Y,0,319 AR1
LX,4559,BSL,1423,FCO,1555,Y,0,AR1
LX,4559,BSL,1423,FRA,340,Y,0,CR7
LX,4559,BSL,1423,HAM,342,Y,0,AR1
LX,4559,BSL,1423,LCY,503,Y,0,AR1
LX,4559,BSL,1423,MUC,346,Y,0,CR7 CR9
LX,4559,BSL,1423,PRG,1587,Y,0,AR1
LX,4559,BSL,1423,VIE,1613,Y,0,DH4
LX,4559,BUD,1489,ZRH,1678,,0,AR1 100 320 319
LX,4559,CDG,1382,GVA,1665,Y,0,319 321 320 318
LX,4559,CDG,1382,ZRH,1678,,0,320 AR1 32A 319
LX,4559,CGN,344,ZRH,1678,,0,320 319
LX,4559,CPH,609,GVA,1665,,0,319 320
LX,4559,CPH,609,ZRH,1678,,0,321 320
LX,4559,CTA,1509,GVA,1665,,0,320
LX,4559,CTA,1509,ZRH,1678,Y,0,320
LX,4559,DBV,1200,ZRH,1678,Y,0,DH4
LX,4559,DME,4029,GVA,1665,,0,320 319
LX,4559,DME,4029,ZRH,1678,,0,321 320
LX,4559,DUB,599,ZRH,1678,,0,321
LX,4559,DUS,345,ZRH,1678,,0,320 AR1 100 321
LX,4559,FCO,1555,BSL,1423,Y,0,AR1
LX,4559,FCO,1555,GVA,1665,,0,319 320
LX,4559,FCO,1555,ZRH,1678,,0,320 321 319 32A
LX,4559,FLR,1563,ZRH,1678,Y,0,AR1
LX,4559,FNC,4091,ZRH,1678,Y,0,320
LX,4559,FRA,340,BSL,1423,Y,0,CR7
LX,4559,FRA,340,GVA,1665,Y,0,CR7 735 E90
LX,4559,FRA,340,ZRH,1678,,0,320 AR1
LX,4559,GVA,1665,AGP,1230,,0,320 AR1
LX,4559,GVA,1665,ARN,737,,0,320 319
LX,4559,GVA,1665,ATH,3941,,0,320 319
LX,4559,GVA,1665,BCN,1218,,0,320 319 AR1
LX,4559,GVA,1665,BEG,1739,,0,320
LX,4559,GVA,1665,BRU,302,Y,0,319 320 AR1
LX,4559,GVA,1665,CDG,1382,Y,0,321 319 320 318
LX,4559,GVA,1665,CPH,609,,0,319 320
LX,4559,GVA,1665,CTA,1509,,0,320
LX,4559,GVA,1665,DME,4029,,0,319 320
LX,4559,GVA,1665,FCO,1555,,0,319 320
LX,4559,GVA,1665,FRA,340,Y,0,735 CR7 E90
LX,4559,GVA,1665,HER,1452,,0,320
LX,4559,GVA,1665,LCY,503,Y,0,AR1
LX,4559,GVA,1665,LED,2948,,0,319
LX,4559,GVA,1665,LHR,507,,0,320 319
LX,4559,GVA,1665,LIS,1638,,0,319 320
LX,4559,GVA,1665,MAD,1229,,0,320 319
LX,4559,GVA,1665,MUC,346,Y,0,E95 CR9
LX,4559,GVA,1665,NCE,1354,,0,320 319 AR1
LX,4559,GVA,1665,OLB,1520,,0,320
LX,4559,GVA,1665,OPO,1636,,0,319 320
LX,4559,GVA,1665,PMI,3998,,0,320
LX,4559,GVA,1665,PRG,1587,,0,320 319
LX,4559,GVA,1665,PRN,1742,,0,320
LX,4559,GVA,1665,VIE,1613,Y,0,F70 319 100
LX,4559,GVA,1665,WAW,679,Y,0,E75
LX,4559,GVA,1665,ZRH,1678,,0,AR1 320 319 321 32A
LX,4559,HAJ,352,ZRH,1678,,0,100 AR1 320
LX,4559,HAM,342,BSL,1423,Y,0,AR1
LX,4559,HAM,342,ZRH,1678,,0,319 321 320 CRJ
LX,4559,HER,1452,GVA,1665,,0,320
LX,4559,HER,1452,ZRH,1678,Y,0,320 333
LX,4559,IST,1701,ZRH,1678,,0,320 32A
LX,4559,KBP,2939,ZRH,1678,,0,320 32A 100 319
LX,4559,LCY,503,BSL,1423,Y,0,AR1
LX,4559,LCY,503,GVA,1665,Y,0,AR1
LX,4559,LCY,503,ZRH,1678,Y,0,AR1
LX,4559,LED,2948,GVA,1665,,0,319
LX,4559,LED,2948,ZRH,1678,,0,320 32A
LX,4559,LHR,507,GVA,1665,,0,320 319
LX,4559,LHR,507,ZRH,1678,,0,320 321 32A
LX,4559,LIN,1529,BRU,302,,0,AR1 319
LX,4559,LIS,1638,GVA,1665,,0,319 320
LX,4559,LIS,1638,ZRH,1678,,0,32A 320
LX,4559,LJU,1569,ZRH,1678,Y,0,CR9 CR2 319
LX,4559,LUG,1675,ZRH,1678,Y,0,S20
LX,4559,LUX,629,ZRH,1678,,0,AR1 320
LX,4559,LYS,1335,ZRH,1678,,0,AR1
LX,4559,MAD,1229,GVA,1665,,0,320 319
LX,4559,MAD,1229,ZRH,1678,,0,320 32A
LX,4559,MAN,478,ZRH,1678,,0,100 320 AR1
LX,4559,MLA,1606,ZRH,1678,Y,0,319
LX,4559,MUC,346,BSL,1423,Y,0,CR9 CR7
LX,4559,MUC,346,GVA,1665,Y,0,E95 CR9
LX,4559,MUC,346,ZRH,1678,,0,AR1
LX,4559,MXP,1524,ZRH,1678,,0,AR1 100 320
LX,4559,NCE,1354,GVA,1665,,0,320 319 AR1
LX,4559,NCE,1354,ZRH,1678,,0,320 319
LX,4559,NUE,347,ZRH,1678,,0,AR1 100
LX,4559,OLB,1520,GVA,1665,,0,320
LX,4559,OPO,1636,GVA,1665,,0,319 320
LX,4559,OPO,1636,ZRH,1678,Y,0,320 319
LX,4559,OSL,644,ZRH,1678,,0,319 320
LX,4559,OTP,1657,ZRH,1678,Y,0,320
LX,4559,PMI,3998,GVA,1665,,0,320
LX,4559,PMI,3998,ZRH,1678,,0,321 320
LX,4559,PRG,1587,BSL,1423,Y,0,AR1
LX,4559,PRG,1587,GVA,1665,,0,320 319
LX,4559,PRG,1587,ZRH,1678,,0,AR1
LX,4559,PRN,1742,GVA,1665,,0,320
LX,4559,PRN,1742,ZRH,1678,Y,0,320
LX,4559,SKP,1737,ZRH,1678,Y,0,320
LX,4559,SPU,1206,ZRH,1678,Y,0,DH4
LX,4559,STR,350,ZRH,1678,,0,AR1
LX,4559,VCE,1551,ZRH,1678,,0,AR1 320
LX,4559,VIE,1613,BSL,1423,Y,0,DH4
LX,4559,VIE,1613,GVA,1665,Y,0,319 100 F70
LX,4559,VIE,1613,ZRH,1678,,0,320 32A 319 321 AR1
LX,4559,VLC,1246,ZRH,1678,,0,321 320
LX,4559,WAW,679,GVA,1665,Y,0,E75
LX,4559,WAW,679,ZRH,1678,,0,100
LX,4559,ZAG,1208,ZRH,1678,Y,0,DH4
LX,4559,ZRH,1678,AGP,1230,,0,321 320
LX,4559,ZRH,1678,AMS,580,,0,320 AR1
LX,4559,ZRH,1678,ARN,737,,0,320 321
LX,4559,ZRH,1678,ATH,3941,,0,321
LX,4559,ZRH,1678,BCN,1218,,0,321 320
LX,4559,ZRH,1678,BEG,1739,,0,320 100
LX,4559,ZRH,1678,BHX,469,,0,100 AR1
LX,4559,ZRH,1678,BRU,302,,0,320 AR1
LX,4559,ZRH,1678,BUD,1489,,0,AR1 100 320 319
LX,4559,ZRH,1678,CDG,1382,,0,320 AR1 32A 319
LX,4559,ZRH,1678,CGN,344,,0,320 319
LX,4559,ZRH,1678,CPH,609,,0,321 320
LX,4559,ZRH,1678,CTA,1509,Y,0,320
LX,4559,ZRH,1678,DBV,1200,Y,0,DH4
LX,4559,ZRH,1678,DME,4029,,0,321 320
LX,4559,ZRH,1678,DUB,599,,0,321
LX,4559,ZRH,1678,DUS,345,,0,320 AR1 100 321
LX,4559,ZRH,1678,FCO,1555,,0,321 320 319 32A
LX,4559,ZRH,1678,FLR,1563,Y,0,AR1
LX,4559,ZRH,1678,FNC,4091,Y,0,320
LX,4559,ZRH,1678,FRA,340,,0,320 AR1
LX,4559,ZRH,1678,GVA,1665,,0,319 320 AR1 321 32A
LX,4559,ZRH,1678,HAJ,352,,0,AR1 100 320
LX,4559,ZRH,1678,HAM,342,,0,321 319 320 CRJ
LX,4559,ZRH,1678,HER,1452,Y,0,320 333
LX,4559,ZRH,1678,IST,1701,,0,320 32A
LX,4559,ZRH,1678,KBP,2939,,0,320 32A 100 319
LX,4559,ZRH,1678,LCY,503,Y,0,AR1
LX,4559,ZRH,1678,LED,2948,,0,320 32A
LX,4559,ZRH,1678,LHR,507,,0,320 321 32A
LX,4559,ZRH,1678,LIS,1638,,0,32A 320
LX,4559,ZRH,1678,LJU,1569,Y,0,CR9 CR2 319
LX,4559,ZRH,1678,LUG,1675,Y,0,S20
LX,4559,ZRH,1678,LUX,629,,0,AR1 320
LX,4559,ZRH,1678,LYS,1335,,0,AR1
LX,4559,ZRH,1678,MAD,1229,,0,320 32A
LX,4559,ZRH,1678,MAN,478,,0,100 320 AR1
LX,4559,ZRH,1678,MLA,1606,Y,0,319
LX,4559,ZRH,1678,MUC,346,,0,AR1
LX,4559,ZRH,1678,MXP,1524,,0,AR1 100 320
LX,4559,ZRH,1678,NCE,1354,,0,320 319
LX,4559,ZRH,1678,NUE,347,,0,100 AR1
LX,4559,ZRH,1678,OPO,1636,Y,0,320 319
LX,4559,ZRH,1678,OSL,644,,0,319 320
LX,4559,ZRH,1678,OTP,1657,Y,0,320
LX,4559,ZRH,1678,PMI,3998,,0,321 320
LX,4559,ZRH,1678,PRG,1587,,0,AR1
LX,4559,ZRH,1678,PRN,1742,Y,0,320
LX,4559,ZRH,1678,SKP,1737,Y,0,320
LX,4559,ZRH,1678,SPU,1206,Y,0,DH4
LX,4559,ZRH,1678,STR,350,,0,AR1
LX,4559,ZRH,1678,VCE,1551,,0,AR1 320
LX,4559,ZRH,1678,VIE,1613,,0,32A 319 321 320 AR1
LX,4559,ZRH,1678,VLC,1246,,0,321 320
LX,4559,ZRH,1678,WAW,679,,0,100
LX,4559,ZRH,1678,ZAG,1208,Y,0,DH4
LY,2150,MUC,346,MAD,1229,,0,738
M3,42,AAL,628,OSL,644,,0,SWM
M3,42,OLA,655,OSL,644,,0,SWM
M3,42,OSL,644,AAL,628,,0,SWM
M3,42,OSL,644,OLA,655,,0,SWM
M3,42,OSL,644,VDB,642,,0,SWM
M3,42,VDB,642,OSL,644,,0,SWM
M9,3547,IEV,2944,OZH,6103,,0,AN4
M9,3547,IEV,2944,UDJ,6109,,0,A40
M9,3547,OZH,6103,IEV,2944,,0,AN4
M9,3547,OZH,6103,VKO,2988,,0,AN4
M9,3547,UDJ,6109,IEV,2944,,0,A40
M9,3547,VKO,2988,OZH,6103,,0,AN4
MH,3378,AMS,580,HEL,421,Y,0,320
MH,3378,AMS,580,ZRH,1678,Y,0,737
MH,3378,CDG,1382,HEL,421,Y,0,321
MH,3378,HEL,421,CDG,1382,Y,0,321
MH,3378,HEL,421,LHR,507,Y,0,321
MH,3378,LHR,507,HEL,421,Y,0,320 321
MK,1057,BSL,1423,CDG,1382,Y,0,AT7
MK,1057,CDG,1382,BSL,1423,Y,0,AT7
MS,2143,ATH,3941,HER,1452,,0,DH4
MS,2143,HER,1452,ATH,3941,,0,DH4
MS,2143,IST,1701,KBP,2939,,0,321
MS,2143,KBP,2939,IST,1701,,0,321 738
